"ARVO","NIMI_FI","NIMI_SV","NIMI_EN","KUVAUS_FI","LYHYTNIMI_FI","KUVAUS_SV","LYHYTNIMI_SV","KUVAUS_EN","LYHYTNIMI_EN","ALKUPVM","LOPPUPVM"
354408,"Voimalaitoksen käyttäjän ammattitutkinto","Operatör vid kraftverk, yrkesexamen","Power Plant Operative, FQ",,"Voimalaitoksen käyttäjän at",,"Operatör vid kraftverk, y.ex.",,"Power Plant Operator, Further Qualification",01.01.1999,
354409,"Kiskoliikenteen turvalaiteasentajan ammattitutkinto","Installatör av säkerhetsanordningar (spårbunden trafik), yrkesexamen","Rail Safety Device Fitter, FQ",,"Kiskoliik. turvalait.asent. at",,"Install. av säkerh.an., y.ex.",,"Rail Traffic Safety Device Fitter, Further Qualification",01.01.2000,
354499,"Muu tai tuntematon sähköalan ammattitutkinto","Annan eller okänd yrkesexamen inom elbranschen","Other FQ in Electrical Eng.",,"Muu sähköalan at",,"Ann. y.ex. inom elbr.",,"Other or Unknown Further Qualification in Electrical Engineering",01.01.1997,
354500,"Tietotekniikan ja tietoliikenteen ammattitutkinto","Yrkesexamen inom datateknik och datakommunikation","FQ in Information Technology",,"Tietotekn. ja tietoliik. at",,"Y.ex., datateknik o datakomm.",,"Further Qualification in Information Technology and Telecommunications",01.01.1997,
354501,"Tietokoneasentajan ammattitutkinto","Datormontör, yrkesexamen","Computer Mechanic, FQ",,"Tietokoneasentajan at",,"Datormontör, y.ex.",,"Computer Mechanic, Further Qualification",01.01.1997,
354502,"Tietoliikenneasentajan ammattitutkinto","Datakommunikationsmontör, yrkesexamen","Telecommunications Fitter, FQ",,"Tietoliikenneasentajan at",,"Datakomm.montör, y.ex.",,"Telecommunications Fitter, Further Qualification",01.01.1997,
354599,"Muu tai tuntematon tietotekniikan ja tietoliikenteen ammattitutkinto","Annan eller okänd yrkesexamen inom datateknik och datakommunikation","Other FQ in Information Tech.",,"Muu tietotekn., tietoliik. at",,"Ann. y.ex., datatekn. o -komm.",,"Other or Unknown Further Qualification in Information Technology and Telecommunications",01.01.1997,
354600,"Paperi- ja kemianteollisuuden ammattitutkinto","Yrkesexamen inom pappersindustrin och kemiska industrin","FQ in Paper Industry",,"Paperi- ja kemianteoll. at",,"Y.ex., papp. o kem. ind.",,"Further Qualification in Paper Industry and Chemical Engineering",01.01.1997,
354601,"Kemianteollisuuden ammattitutkinto","Kemisk industri, yrkesexamen","Chemical Engineering, FQ",,"Kemianteollisuuden at",,"Kemisk industri, y.ex.",,"Chemical Engineering, Further Qualification",01.01.1997,
354602,"Kumialan ammattitutkinto","Gummibranschen, yrkesexamen","Rubber Processing, FQ",,"Kumialan at",,"Gummibr., y.ex.",,"Rubber Processing, Further Qualification",01.01.1997,
354603,"Muovimekaanikon ammattitutkinto","Plastmekaniker, yrkesexamen","Plastics Technology, FQ",,"Muovimekaanikon at",,"Plastmekaniker, y.ex.",,"Plastics Technology, Further Qualification",01.01.1997,
354604,"Paperiteollisuuden ammattitutkinto","Pappersindustri, yrkesexamen","Paper Industry, FQ",,"Paperiteollisuuden at",,"Pappersindustri, y.ex.",,"Paper Industry, Further Qualification",01.01.1997,
354605,"Lasikeraamisen alan ammattitutkinto","Glaskeramik, yrkesexamen","Glass and Ceramics, FQ",,"Lasikeraamisen alan at",,"Glaskeramik, y.ex.",,"Glass and Ceramics, Further Qualification",01.01.2000,
354699,"Muu tai tuntematon paperi- ja kemianteollisuuden ammattitutkinto","Annan eller okänd yrkesexamen inom pappersindustrin och kemiska industrin","Other FQ in Paper Industry",,"Muu paperi-, kemiant. at",,"Ann. y.ex., papp. o kem. ind.",,"Other or Unknown Further Qualification in Paper Industry and Chemical Engineering",01.01.1997,
354700,"Puualan ammattitutkinto","Yrkesexamen inom träbranschen","FQ in Wood Industry",,"Puualan at",,"Y.ex. inom träbranschen",,"Further Qualification in Wood Industry",01.01.1997,
354701,"Koristeveistäjän ammattitutkinto, prosessi-, kemian- ja materiaalitekniikka","Finsnickare, yrkesexamen, process-, kemi- och materialteknik","Orn. Wood Carv. FQ, Proc., Mat",,"Koristeveist. at, pros,kem,mat",,"Finsnickare, y.ex.,pr,kem,mat",,"Ornamental Wood Carving, Further Qualification, Process, Chemical and Materials Engineering",01.01.1997,
354702,"Levyalan ammattitutkinto","Skivbranschen, yrkesexamen","Wood-Based Panel Tech., FQ",,"Levyalan at",,"Skivbr., y.ex.",,"Wood-Based Panel Technology, Further Qualification",01.01.1997,
354703,"Puusepän ammattitutkinto, prosessi-, kemian- ja materiaalitekniikka","Snickare, yrkesexamen, process-, kemi- och materialteknik","Joiner, FQ, Process and Mat.",,"Puusepän at, pros,kem,mat",,"Snickare, y.ex.,pr,kem,mat",,"Joiner, Further Qualification, Process, Chemical and Materials Engineering",01.01.1997,
354704,"Saha- ja levyteollisuuden kunnossapidon ammattitutkinto","Underhåll inom såg- och skivindustrin, yrkesexamen","Sawmill, Panel Ind. Maint., FQ",,"Saha, levyteoll. kunnossap. at",,"Underh., såg- o skivind., y.ex",,"Sawmill and Panel Industry Maintenance, Further Qualification",01.01.1997,
354705,"Saha-alan ammattitutkinto","Sågbranschen, yrkesexamen","Sawmill Industry, FQ",,"Saha-alan at",,"Sågbr., y.ex.",,"Sawmill Industry, Further Qualification",01.01.1997,
354706,"Teollisuuspuusepän ammattitutkinto","Industrisnickare, yrkesexamen","Industrial Joiner, FQ",,"Teollisuuspuusepän at",,"Industrisnickare, y.ex.",,"Industrial Joiner, Further Qualification",01.01.1997,
354707,"Terähuoltajan ammattitutkinto","Sågbladsskötare, yrkesexamen","Sharp Tool Maintenance, FQ",,"Terähuoltajan at",,"Sågbladsskötare, y.ex.",,"Sharp Tool Maintenance, Further Qualification",01.01.1997,
354708,"Veneenrakentajan ammattitutkinto, prosessi-, kemian- ja materiaalitekniikka","Båtbyggare, yrkesexamen, process-, kemi- och materialteknik","Boat-Builder, FQ, Proc., Mat.",,"Veneenrakent. at, pros,kem,mat",,"Båtbyggare, y.ex.,pr,kem,mat",,"Boat-Builder, Further Qualification, Process, Chemical and Materials Engineering",01.01.1997,
354709,"Verhoilijan ammattitutkinto","Tapetserare, yrkesexamen","Upholsterer, FQ",,"Verhoilijan at",,"Tapetserare, y.ex.",,"Upholsterer, Further Qualification",01.01.1997,
354710,"Puusepänalan ammattitutkinto, prosessi-, kemian- ja materiaalitekniikka","Snickeribranschen, yrkesexamen, process-, kemi- och materialteknik","Joiner, FQ, Process and Mat.",,"Puusepänalan at, pros,kem,mat",,"Snickeribr., y.ex.,pr,kem,mat",,"Joiner, Further Qualification, Process, Chemical and Materials Engineering",01.01.2003,
354799,"Muu tai tuntematon puualan ammattitutkinto","Annan eller okänd yrkesexamen inom träbranschen","Other FQ in Wood Industry",,"Muu puualan at",,"Ann. y.ex. inom träbr.",,"Other or Unknown Further Qualification in Wood Industry",01.01.1997,
354800,"Pintakäsittelyalan ammattitutkinto","Yrkesexamen inom ytbehandlingsbranschen","FQ in Surface Treatment Tech.",,"Pintakäsittelyalan at",,"Y.ex. inom ytbehandlingsbr.",,"Further Qualification in Surface Treatment Technology",01.01.1997,
354801,"Korroosionestomaalarin ammattitutkinto","Korrosionsskyddsmålare, yrkesexamen","Corrosion Prevention Paint, FQ",,"Korroosionestomaalarin at",,"Korrosionsskyddsmålare, y.ex.",,"Corrosion Prevention Painting, Further Qualification",01.01.1997,
354802,"Lattianpäällystäjän ammattitutkinto","Golvläggare, yrkesexamen","Floor Layer, FQ",,"Lattianpäällystäjän at",,"Golvläggare, y.ex.",,"Floor Layer, Further Qualification",01.01.1997,
354803,"Maalarin ammattitutkinto, prosessi-, kemian- ja materiaalitekniikka","Målare, yrkesexamen, process-, kemi- och materialteknik","Painter, FQ, Process and Mat.",,"Maalarin at, pros,kem,mat",,"Målare, y.ex., pr,kem,mat",,"Painter, Further Qualification, Process, Chemical and Materials Engineering",01.01.1997,
354804,"Teollisen pintakäsittelijän ammattitutkinto","Industriytbehandlare, yrkesexamen","Industr. Surface Treatment, FQ",,"Teollisen pintakäsittelijän at",,"Industriytbehandlare, y.ex.",,"Industrial Surface Treatment, Further Qualification",01.01.1997,
354899,"Muu tai tuntematon pintakäsittelyalan ammattitutkinto","Annan eller okänd yrkesexamen inom ytbehandlingsbranschen","Other FQ in Surface Treatment",,"Muu pintakäsittelyalan at",,"Ann. y.ex., ytbehandlingsbr.",,"Other or Unknown Further Qualification in Surface Treatment Technology",01.01.1997,
355000,"Tekniikan ammattitutkinto (elintarvike-, rakennus-, tekstiili-, graafinen ala)","Yrkesexamen i teknik (livsmedels-, byggnads- och textilbranschen, grafiska branschen)","FQ in Technology (Food Ind.)",,"Tekniikan at (elint ym)",,"Y.ex., teknik (livsm. m.m.)",,"Further Qualification in Technology (Food Industry, Construction Technology, Land Survey Technology, Textiles and Graphic Technology)",01.01.1997,
355100,"Elintarvikealan ammattitutkinto","Yrkesexamen inom livsmedelsbranschen","FQ in Food Industry",,"Elintarvikealan at",,"Y.ex. inom livsmedelsbr.",,"Further Qualification in Food Industry",01.01.1997,
355101,"Kondiittorin ammattitutkinto: ammattikondiittorin ammattitutkinto","Konditor, yrkesexamen: yrkeskonditor, yrkesexamen","Confectioner, FQ",,"Kondiittorin at",,"Konditor, y.ex.",,"Confectioner, Further Qualification",01.01.1997,
355102,"Leipurin ammattitutkinto: ammattileipurin ammattitutkinto","Bagare, yrkesexamen: yrkesbagare, yrkesexamen","Baker, FQ",,"Leipurin at",,"Bagare, y.ex.",,"Baker, Further Qualification",01.01.1997,
355103,"Lihanjalostajan ammattitutkinto","Köttförädlare, yrkesexamen","Meat Processing, FQ",,"Lihanjalostajan at",,"Köttförädlare, y.ex.",,"Meat Processing, Further Qualification",01.01.1999,
355104,"Elintarvikejalostajan ammattitutkinto","Livsmedelsförädlare, yrkesexamen","Food Processing, FQ",,"Elintarvikejalostajan at",,"Livsmedelsförädl., y.ex.",,"Food Processing, Further Qualification",01.01.1999,
355105,"Elintarviketeollisuuden ammattitutkinto","Livsmedelsindustrin, yrkesexamen","Food Industry, FQ",,"Elintarviketeollisuuden at",,"Livsmedelsind., y.ex.",,"Food Industry, Further Qualification",01.01.1999,
355106,"Lihateollisuuden ammattitutkinto","Köttindustrin, yrkesexamen","Meat Industry, FQ",,"Lihateollisuuden at",,"Köttindustrin, y.ex.",,"Meat Industry, Further Qualification",01.01.1999,
355107,"Maidonjalostajan ammattitutkinto","Mjölkförädlare, yrkesexamen","Milk Processing, FQ",,"Maidonjalostajan at",,"Mjölkförädlare, y.ex.",,"Milk Processing, Further Qualification",01.01.1999,
355108,"Leipomoteollisuuden ammattitutkinto","Bageriindustri, yrkesexamen","Bakery Industry, FQ",,"Leipomoteollisuuden at",,"Bageriindustri, y.ex.",,"Bakery Industry, Further Qualification",01.01.2000,
355109,"Meijeriteollisuuden ammattitutkinto","Meijeriindustri, yrkesexamen","Dairy Industry, FQ",,"Meijeriteollisuuden at",,"Meijeriindustri, y.ex.",,"Dairy Industry, Further Qualification",01.01.2000,
355110,"Lihantarkastuksen ammattitutkinto","Köttkontroll, yrkesexamen","Meat Inspection, FQ",,"Lihantarkastuksen at",,"Köttkontroll, y.ex.",,"Meat Inspection, Further Qualification",01.01.2009,
355199,"Muu tai tuntematon elintarvikealan ammattitutkinto","Annan eller okänd yrkesexamen inom livsmedelsbranschen","Other FQ in Food Industry",,"Muu elintarvikealan at",,"Ann. y.ex. inom livsmedelsbr.",,"Other or Unknown Further Qualification in Food Industry",01.01.1997,
355200,"Rakennus- ja yhdyskunta-alan ammattitutkinto","Yrkesexamen inom byggnadsbranschen","FQ in Construction Technology",,"Rakennus-, yhdyskunta-alan at",,"Y.ex. inom byggnadsbranschen",,"Further Qualification in Construction Technology and Community Development and Maintenance",01.01.1997,
355201,"Ammattisukeltajan ammattitutkinto","Yrkesdykare, yrkesexamen","Commercial Diver, FQ",,"Ammattisukeltajan at",,"Yrkesdykare, y.ex.",,"Commercial Diver, Further Qualification",01.01.1997,
355202,"Kirvesmiehen ammattitutkinto","Timmerman, yrkesexamen","Carpenter, FQ",,"Kirvesmiehen at",,"Timmerman, y.ex.",,"Carpenter, Further Qualification",01.01.1997,
355203,"Lasitusalan ammattitutkinto","Glasmästeribransch, yrkesexamen","Glass Working, FQ",,"Lasitusalan at",,"Glasmästeribr., y.ex.",,"Glass Working, Further Qualification",01.01.1997,
355204,"Muurarin ammattitutkinto","Murare, yrkesexamen","Bricklayer, FQ",,"Muurarin at",,"Murare, y.ex.",,"Bricklayer, Further Qualification",01.01.1997,
355205,"Rakennuskonemiehen ammattitutkinto","Byggnadsmaskinskötare, yrkesexamen","Construction Machines, FQ",,"Rakennuskonemiehen at",,"Byggnadsmask.skötare, y.ex.",,"Construction Machinery Operator, Further Qualification",01.01.1997,
355206,"Rakennusmiehen ammattitutkinto","Byggnadsarbetare, yrkesexamen","Construction Worker, FQ",,"Rakennusmiehen at",,"Byggnadsarbetare, y.ex.",,"Construction Worker, Further Qualification",01.01.1997,
355207,"Torninosturinkuljettajan ammattitutkinto","Kranförare, yrkesexamen","Construction Machines, FQ",,"Torninosturinkuljettajan at",,"Kranförare, y.ex.",,"Construction Machinery Operator, Further Qualification",01.01.1997,
355208,"Rakennustuotannon ammattitutkinto","Byggproduktion, yrkesexamen","Construction Product Ind., FQ",,"Rakennustuotannon at",,"Byggproduktion, y.ex.",,"Construction Product Industry, Further Qualification",01.01.1999,
355209,"Talonrakennusalan ammattitutkinto","Husbyggnad, yrkesexamen","Building Construction, FQ",,"Talonrakennusalan at",,"Husbyggnad, y.ex.",,"Building Construction, Further Qualification",01.01.1999,
355210,"Maarakennusalan ammattitutkinto","Jordschaktning, yrkesexamen","Infrastructure Constr., FQ",,"Maarakennusalan at",,"Jordschaktning, y.ex.",,"Infrastructure Construction, Further Qualification",01.01.2000,
355211,"Rakennustuotealan ammattitutkinto","Branschen för byggnadsprodukter, yrkesexamen","Construction Industry, FQ",,"Rakennustuotealan at",,"Br. för bygg.prod., y.ex.",,"Construction Industry, Further Qualification",01.01.2003,
355212,"Vesihuoltoalan ammattitutkinto","Vattenförsörjning, yrkesexamen","Water Supply and Sewerage, FQ",,"Vesihuoltoalan at",,"Vattenförsörjning, y.ex.",,"Water Supply and Sewerage, Further Qualification",01.01.2004,
355299,"Muu tai tuntematon rakennus- ja yhdyskunta-alan ammattitutkinto","Annan eller okänd yrkesexamen inom byggnadsbranschen","Other FQ in Construction Tech.",,"Muu rakennus, yhdyskunta at",,"Ann. y.ex., byggnadsbranschen",,"Other or Unknown Further Qualification in Construction Technology and Community Development and Maintenance",01.01.1997,
355300,"Maanmittausalan ammattitutkinto","Lantmäteribranschen, yrkesexamen","Land Surveying, FQ",,"Maanmittausalan at",,"Lantmäteribranschen, y.ex.",,"Land Surveying, Further Qualification",01.01.2009,
355301,"Maanmittausalan ammattitutkinto","Lantmäteribranschen, yrkesexamen","Land Surveying, FQ",,"Maanmittausalan at",,"Lantmäteribranschen, y.ex.",,"Land Surveying, Further Qualification",01.01.2009,
355400,"Tekstiili- ja vaatetusalan ammattitutkinto","Yrkesexamen inom textil- och beklädnadsbranschen","FQ in Textiles and Clothing",,"Tekstiili- ja vaatetusalan at",,"Y.ex., textil- o beklädnadsbr.",,"Further Qualification in Textiles and Clothing",01.01.1997,
355401,"Modistin ammattitutkinto","Modist, yrkesexamen","Millinery, FQ",,"Modistin at",,"Modist, y.ex.",,"Millinery, Further Qualification",01.01.1997,
355402,"Nahanvalmistajan ammattitutkinto","Läderberedare, yrkesexamen","Leather-Dressing, FQ",,"Nahanvalmistajan at",,"Läderberedare, y.ex.",,"Leather-Dressing, Further Qualification",01.01.1997,
355403,"Ompelukonemekaanikon ammattitutkinto","Symaskinsmekaniker, yrkesexamen","Sewingmachine Mechanic, FQ",,"Ompelukonemekaanikon at",,"Symaskinsmek., y.ex.",,"Sewingmachine Mechanic, Further Qualification",01.01.1997,
355404,"Pukuompelijan ammattitutkinto","Klädsömmare, yrkesexamen","Dressmaker, FQ",,"Pukuompelijan at",,"Klädsömmare, y.ex.",,"Dressmaker, Further Qualification",01.01.1997,
355405,"Suutarin ammattitutkinto","Skomakare, yrkesexamen","Shoemaking, FQ",,"Suutarin at",,"Skomakare, y.ex.",,"Shoemaking, Further Qualification",01.01.1997,
355406,"Tekstiililaitosmiehen ammattitutkinto","Textilmaskinställare, yrkesexamen","Textiles Mechanic, FQ",,"Tekstiililaitosmiehen at",,"Textilmaskinställare, y.ex.",,"Textile Mechanic, Further Qualification",01.01.1997,
355407,"Turkkurin ammattitutkinto","Körsnär, yrkesexamen","Fur-Dressing, FQ",,"Turkkurin at",,"Körsnär, y.ex.",,"Fur-Dressing, Further Qualification",01.01.1997,
355408,"Vaatturin ammattitutkinto","Skräddare, yrkesexamen","Tailoring, FQ",,"Vaatturin at",,"Skräddare, y.ex.",,"Tailoring, Further Qualification",01.01.1997,
355409,"Tekstiilitekniikan ammattitutkinto","Textilteknik, yrkesexamen","Textiles Technology, FQ",,"Tekstiilitekniikan at",,"Textilteknik, y.ex.",,"Textiles Technology, Further Qualification",01.01.1999,
355410,"Laukku- ja nahka-alan ammattitutkinto","Väsk- och läderbranschen, yrkesexamen","Bags, Leather Goods Prod., FQ",,"Laukku- ja nahka-alan at",,"Väsk- o läderbr., y.ex.",,"Bags and Leather Goods Production, Further Qualification",01.01.2000,
355411,"Jalkinealan ammattitutkinto","Skobranschen, yrkesexamen","Footwear Industry, FQ",,"Jalkinealan at",,"Skobranschen, y.ex.",,"Footwear Industry, Further Qualification",01.01.2003,
355412,"Tekstiilialan ammattitutkinto, tekstiili- ja vaatetustekniikka","Textilbranschen, yrkesexamen, textil- och beklädnadsteknik","Textiles, FQ, Textiles, Cloth.",,"Tekst.alan at, tekst.-vaatet.",,"Textilbr., y.ex., textil",,"Textiles, Further Qualification, Textiles and Clothing Technology",01.01.2003,
355413,"Vaatetusalan ammattitutkinto, tekstiili- ja vaatetustekniikka","Beklädnadsbranschen, yrkesexamen, textil- och beklädnadsteknik","Clothing, FQ, Textiles, Cloth.",,"Vaatet.alan at, tekst.-vaatet.",,"Beklädn.br., y.ex., textil",,"Clothing, Further Qualification, Textiles and Clothing Technology",01.01.2003,
355499,"Muu tai tuntematon tekstiili- ja vaatetusalan ammattitutkinto","Annan eller okänd yrkesexamen inom textil- och beklädnadsbranschen","Other FQ ,Textiles, Cloth.",,"Muu tekstiili, vaatetus at",,"Ann. y.ex., text.- o bekl.br.",,"Other or Unknown Further Qualification in Textiles and Clothing",01.01.1997,
355500,"Graafisen alan ammattitutkinto","Yrkesexamen inom grafiska branschen","FQ in Graphics Technology",,"Graafisen alan at",,"Y.ex. inom grafiska br.",,"Further Qualification in Graphics Technology",01.01.1997,
355501,"Jälkikäsittelykoneenhoitajan ammattitutkinto","Efterarbetare inom tryckmedia, yrkesexamen","Bindery Operator, FQ",,"Jälkikäsittelykoneenhoit. at",,"Efterarb., tryckmedia, y.ex.",,"Bindery Operator, Further Qualification",01.01.1997,
355502,"Kirjansitojan ammattitutkinto","Bokbindare, yrkesexamen","Bookbinding, FQ",,"Kirjansitojan at",,"Bokbindare, y.ex.",,"Bookbinding, Further Qualification",01.01.1997,
355503,"Painajan ammattitutkinto","Tryckare, yrkesexamen","Printing, FQ",,"Painajan at",,"Tryckare, y.ex.",,"Printing, Further Qualification",01.01.1997,
